$PROTNR$;$PROCOD$;$PROTYP$;$PRONAM$;$PROEAN$;$PROKDS$;$PROLDS$;$PROLIF$;$PROMMG$;$PROSTA$;$PROBEH$;$PROVEP$;$PROPEH$;$PROIEH$;$PROLZE$;$PROWFL$;$PROLIK$;$PROOPR$;$PROMPR$;$PROVVA$;$PROKRE$;$PROZOL$;$PRONEX$;$PROONL$;$PROOST$;$PROKEY$;$PROODE$;$PROSEQ$
$254494$;$254494$;$Ersatzteil$;$Mutter, Zweilochspann-, hoch #$;$4030293043206$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;29.4;0.0;$$;$$;$84661038$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254504$;$254504$;$Zubehör$;$Haube, Absaug     D125$;$4030293043220$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;113.0;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$20099$;$Nexmart$;10;
$254513$;$254513$;$Maschine$;$BHW 1541     120/USA-GFCI$;$4030293043244$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.0;0.0;$$;$$;$84672199$;$1$;$N$;$N$;$111$;$Nexmart$;10;
$254516$;$254516$;$Maschine$;$T   1506 FR  110/CEE         #$;$4030293043251$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.0;0.0;$$;$$;$84672951$;$1$;$N$;$N$;$107$;$Nexmart$;10;
$254519$;$254519$;$Maschine$;$LG  1507 FR  110/CEE-SDS CLIC#$;$4030293043268$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.0;0.0;$$;$$;$84672951$;$1$;$N$;$N$;$102$;$Nexmart$;10;
$254521$;$254521$;$Maschine$;$R   2000     230/CEE-PFT$;$4030293043275$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;226.55;0.0;$$;$$;$84672990$;$1$;$N$;$N$;$110$;$Nexmart$;10;
$254530$;$254530$;$Maschine$;$BD Vorschubeinh. Hub120 S.450#$;$4030293043282$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;326.0;0.0;$$;$$;$84663000$;$1$;$N$;$N$;$111$;$Nexmart$;10;
$254532$;$254532$;$Ersatzteil$;$Ring, Stell mont. rund 30    #$;$4030293043305$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;20.6;0.0;$$;$$;$76169910$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254533$;$254533$;$Maschine$;$BD    05 Saugfuß mont. lang  #$;$4030293043312$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;174.0;0.0;$$;$$;$84669195$;$1$;$N$;$N$;$111$;$Nexmart$;10;
$254542$;$254542$;$Maschine$;$LG  1507 FR  230/CEE-SDS CLIC#$;$4030293043343$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.0;0.0;$$;$$;$84672951$;$1$;$N$;$N$;$102$;$Nexmart$;10;
$254546$;$254546$;$Maschine$;$BD    09 Dübel-Vakuum-Fuß    #$;$4030293043374$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.0;0.0;$$;$$;$84669195$;$1$;$N$;$N$;$111$;$Nexmart$;10;
$254550$;$254550$;$Maschine$;$BSW 1551 VR  230/CEE         #$;$4030293043381$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.0;0.0;$$;$$;$84672199$;$1$;$N$;$N$;$111$;$Nexmart$;10;
$254563$;$254563$;$Zubehör$;$Diamantbohrkrone nass, 12 Ø x100x G 1/2"$;$4030293043442$;$naß, Nutzlänge:100 mm$;$$;$$;0;0;0;0;0;$$;0;0;$$;108.0;0.0;$$;$$;$82079010$;$1$;$J$;$J$;$20030$;$Nexmart$;10;
$254564$;$254564$;$Zubehör$;$Diamantbohrkrone nass, 14 Ø x100x G 1/2"$;$4030293043459$;$naß, Nutzlänge:100 mm$;$$;$$;0;0;0;0;0;$$;0;0;$$;116.0;0.0;$$;$$;$82079010$;$1$;$J$;$J$;$20030$;$Nexmart$;10;
$254566$;$254566$;$Zubehör$;$Diamantbohrkrone nass, 30 Ø x100x G 1/2"$;$4030293043473$;$naß, Nutzlänge: 100mm$;$$;$$;0;0;0;0;0;$$;0;0;$$;156.0;0.0;$$;$$;$82079010$;$1$;$J$;$J$;$20030$;$Nexmart$;10;
$254567$;$254567$;$Zubehör$;$Diamantbohrkrone nass, 25 Ø x100x G 1/2"$;$4030293043480$;$naß, Nutzlänge:100 mm$;$$;$$;0;0;0;0;0;$$;0;0;$$;147.0;0.0;$$;$$;$82079010$;$1$;$J$;$J$;$20030$;$Nexmart$;10;
$254569$;$254569$;$Maschine$;$BSS 1501 VR  230/CEE Motor   #$;$4030293043503$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.0;0.0;$$;$$;$84672199$;$1$;$N$;$N$;$111$;$Nexmart$;10;
$254575$;$254575$;$Ersatzteil$;$Kupplung, Leit. BSS1501VR2POL#$;$4030293043534$;$HIRSCHMANN STAK20 BEST.-NR:931264-106$;$$;$$;0;0;0;0;0;$$;0;0;$$;15.2;0.0;$$;$$;$85389019$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254577$;$254577$;$Ersatzteil$;$Dichtung  BSW 2121 A$;$4030293043558$;$aus Faserflex braun ,gemäß              der Ihnen vorliegenden Zeichnung$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.55;0.0;$$;$$;$48239085$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254585$;$254585$;$Ersatzteil$;$Stift, Gewinde DIN 914 M8X20$;$4030293043572$;$45 h,$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.55;0.0;$$;$$;$73181499$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254587$;$254587$;$Maschine$;$L   1501 VR  110/CEE         #$;$4030293043589$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.0;0.0;$$;$$;$84672951$;$1$;$N$;$N$;$103$;$Nexmart$;10;
$254600$;$254600$;$Ersatzteil$;$Geh. Mot.- m.Kh.6,3x8 LG1507VR$;$4030293043596$;$BESTEHT AUS 1X 252618 / 4X 257673 /     2X 258635/ 1X 209139$;$$;$$;0;0;0;0;0;$$;0;0;$$;12.2;0.0;$$;$$;$85030099$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254602$;$254602$;$Ersatzteil$;$Handgriff (Röhre) mont. LK 604$;$4030293100749$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;31.2;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254606$;$254606$;$Maschine$;$LK   603 VE  230/TOT-F/S/F/N #$;$4030293043626$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.0;0.0;$$;$$;$84672951$;$1$;$N$;$N$;$103$;$Nexmart$;10;
$254615$;$254615$;$Maschine$;$LK   604     230/TOT-F/S/F/N #$;$4030293043657$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.0;0.0;$$;$$;$84672951$;$1$;$N$;$N$;$104$;$Nexmart$;10;
$254618$;$254618$;$Maschine$;$LK   610     230/TOT-F/S/F/N #$;$4030293043664$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.0;0.0;$$;$$;$84672951$;$1$;$N$;$N$;$102$;$Nexmart$;10;
$254623$;$254623$;$Ersatzteil$;$Hebel, Klemm  M6X40$;$4030293043688$;$PECO Polymet Klemmhebel P34565 verstellbschwarz M6 x 40$;$$;$$;0;0;0;0;0;$$;0;0;$$;4.9;0.0;$$;$$;$39269097$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254797$;$254797$;$Zubehör$;$Trennschutzhaube f. Flansch o. Nut, 125Ø$;$4030293045293$;$WIE IM ANGEBOT BESCHRIEBEN              PULVERBESCHICHTET$;$$;$$;0;0;0;0;0;$$;0;0;$$;117.0;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$20099$;$Nexmart$;10;
$254798$;$254798$;$Zubehör$;$Rührstab (großer Korb)Spezial!$;$4030293045309$;$P.F.T.-NR.:480300,LACKIERT IN RAL 2004$;$$;$$;0;0;0;0;0;$$;0;0;$$;69.0;0.0;$$;$$;$82079099$;$1$;$J$;$J$;$20045$;$Nexmart$;10;
$254799$;$254799$;$Ersatzteil$;$Tülle, Schlauch-Einschr. G1/8"$;$4030293045316$;$RIEGLER-NR.239.01$;$$;$$;0;0;0;0;0;$$;0;0;$$;3.25;0.0;$$;$$;$74122000$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254807$;$254807$;$Maschine$;$SMR   12 VR  230/CEE-PROTEM  #$;$4030293045330$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.0;0.0;$$;$$;$85014080$;$1$;$N$;$N$;$101$;$Nexmart$;10;
$254808$;$254808$;$Maschine$;$LG  1504 VR  120/USA-Absaugun#$;$4030293045347$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.0;0.0;$$;$$;$84672951$;$1$;$N$;$N$;$102$;$Nexmart$;10;
$254815$;$254815$;$Maschine$;$BSW 1511 VR  120/USA         #$;$4030293045361$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.0;0.0;$$;$$;$84649080$;$1$;$N$;$N$;$111$;$Nexmart$;10;
$254825$;$254825$;$Ersatzteil$;$Fuß, Klemm BD06$;$4030293045385$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;151.0;0.0;$$;$$;$76169910$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254829$;$254829$;$Maschine$;$SMR 1506     120/USA-MK      #$;$4030293045392$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.0;0.0;$$;$$;$84672951$;$1$;$N$;$N$;$101$;$Nexmart$;10;
$254838$;$254838$;$Ersatzteil$;$Haube,gelocht,bedSMR 1506 MK #$;$4030293045422$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;8.8;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254840$;$254840$;$Ersatzteil$;$Welle,Getriebe-   SMR 1506 MK#$;$4030293045446$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;18.6;0.0;$$;$$;$84831095$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254845$;$254845$;$Ersatzteil$;$Platte, Anschlag BD 06$;$4030293045453$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;3.75;0.0;$$;$$;$73201019$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254847$;$254847$;$Ersatzteil$;$Feder, Teller C 20 10,2 0,5$;$4030293045477$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.7;0.0;$$;$$;$73209030$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254849$;$254849$;$Maschine$;$L   1503 VR  110/CEE-Glasschl#$;$4030293045484$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.0;0.0;$$;$$;$84672951$;$1$;$N$;$N$;$103$;$Nexmart$;10;
$254853$;$254853$;$Maschine$;$BD    06 Klemmfuß komplett$;$4030293045491$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;252.0;0.0;$$;$$;$84669195$;$1$;$N$;$N$;$111$;$Nexmart$;10;
$254854$;$254854$;$Maschine$;$BD    06 Maschinenhalter kpl.#$;$4030293045507$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.0;0.0;$$;$$;$84679900$;$1$;$N$;$N$;$111$;$Nexmart$;10;
$254855$;$254855$;$Ersatzteil$;$Hebel, Klemm  M6 X 20$;$4030293045514$;$PECO Polymet Klemmhebel P34545 verstellbschwarz M6 x 20$;$$;$$;0;0;0;0;0;$$;0;0;$$;5.95;0.0;$$;$$;$39269097$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254856$;$254856$;$Ersatzteil$;$Hebel, Klemm  M16 X 100$;$4030293045521$;$KIPP NR.: 51516100900BU  SA:DRUCKZAPFEN NACH DIN 6332$;$$;$$;0;0;0;0;0;$$;0;0;$$;28.5;0.0;$$;$$;$84662098$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254857$;$254857$;$Ersatzteil$;$Oberflächenschutz   BD 06$;$4030293045538$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;25.2;0.0;$$;$$;$39269097$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254858$;$254858$;$Ersatzteil$;$Druckstück DIN 6311-32-S$;$4030293045545$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;7.55;0.0;$$;$$;$84669395$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254860$;$254860$;$Maschine$;$SMR 2108 C   110/CEE-WOLFF$;$4030293045552$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;138.45;0.0;$$;$$;$84672951$;$1$;$N$;$N$;$102$;$Nexmart$;10;
$254865$;$254865$;$Ersatzteil$;$Anlaufstrombegrenzer 110/CEE #$;$4030293045569$;$Litzenlänge 160 mm$;$$;$$;0;0;0;0;0;$$;0;0;$$;21.2;0.0;$$;$$;$85365005$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254867$;$254867$;$Maschine$;$LBS  105 VV  230/CEE         #$;$4030293000230$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.0;0.0;$$;$$;$84672953$;$1$;$N$;$N$;$104$;$Nexmart$;10;
$254876$;$254876$;$Ersatzteil$;$Welle, Getriebe- mont.LBS105VV$;$4030293045583$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;83.0;0.0;$$;$$;$84831095$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254877$;$254877$;$Ersatzteil$;$Welle, Getriebe-$;$4030293045590$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;31.3;0.0;$$;$$;$84831095$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254878$;$254878$;$Ersatzteil$;$Deckel, Getriebe-$;$4030293045606$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;25.6;0.0;$$;$$;$84839089$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254881$;$254881$;$Ersatzteil$;$Feder, Druck-$;$4030293045637$;$KNÖRZER 59/2/4$;$$;$$;0;0;0;0;0;$$;0;0;$$;1.7;0.0;$$;$$;$73202081$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254882$;$254882$;$Zubehör$;$Diamantbohrkrone nass, 42 Ø x100x G 1/2"$;$4030293045644$;$K41 3B 19N, 16-3-7,5$;$$;$$;0;0;0;0;0;$$;0;0;$$;295.0;0.0;$$;$$;$82075010$;$1$;$J$;$J$;$20030$;$Nexmart$;10;
$254883$;$254883$;$Ersatzteil$;$Schraube, DIN  923  M  5x 10$;$4030293045651$;$verzinkt$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.7;0.0;$$;$$;$73181590$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254884$;$254884$;$Ersatzteil$;$Scheibe, Feder gewellt$;$4030293045668$;$DI=8.89; DA=12.5; S=0.18$;$$;$$;0;0;0;0;0;$$;0;0;$$;1.3;0.0;$$;$$;$73209090$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254885$;$254885$;$Ersatzteil$;$Rad, Entspannungsstell$;$4030293045675$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;13.7;0.0;$$;$$;$76169990$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254886$;$254886$;$Ersatzteil$;$Führungsvierkant             #$;$4030293045682$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;19.0;0.0;$$;$$;$84662098$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254887$;$254887$;$Ersatzteil$;$Rolle, Antriebs$;$4030293045699$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;30.0;0.0;$$;$$;$76169990$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254888$;$254888$;$Ersatzteil$;$Schraube, DIN 6912  M  6x 12 v$;$4030293045705$;$verzinkt Qualität 8.8$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.4;0.0;$$;$$;$73181559$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254889$;$254889$;$Ersatzteil$;$Rolle, Anpress Gummiert$;$4030293045712$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;19.5;0.0;$$;$$;$76169990$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254890$;$254890$;$Ersatzteil$;$Abdeckung, Führungsvierkant$;$4030293045729$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;4.05;0.0;$$;$$;$73269098$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254891$;$254891$;$Ersatzteil$;$Schraube, DIN912 M5*10-8.8verz$;$4030293045736$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.35;0.0;$$;$$;$73181559$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254892$;$254892$;$Ersatzteil$;$Schraube mit Bohrung$;$4030293045743$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;7.7;0.0;$$;$$;$73181590$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254893$;$254893$;$Ersatzteil$;$Kontaktarm 30mm$;$4030293045750$;$Ihre-Nr. 10008-1074$;$$;$$;0;0;0;0;0;$$;0;0;$$;29.3;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254894$;$254894$;$Ersatzteil$;$Schleifarm komplett LBS 105 VV$;$4030293045767$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;154.0;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254895$;$254895$;$Ersatzteil$;$Stift, Zylinder  4x30 m6$;$4030293045774$;$DIN 6325$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.75;0.0;$$;$$;$73170090$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254896$;$254896$;$Ersatzteil$;$Lager, Kugel Rillen  624-2Z$;$4030293045781$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;5.75;0.0;$$;$$;$84821010$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254899$;$254899$;$Ersatzteil$;$Schraube, DIN  933  M  8x 12 v$;$4030293045811$;$verzinkt$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.55;0.0;$$;$$;$73181559$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254900$;$254900$;$Ersatzteil$;$Schraube, Flügel- M6*58, verz.$;$4030293045828$;$INDEN GMBH/FLEIN, ARTIKEL-NR.: 86248    KOPFFORM FI, 8.8$;$$;$$;0;0;0;0;0;$$;0;0;$$;1.45;0.0;$$;$$;$73181410$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254901$;$254901$;$Ersatzteil$;$Belag, Anpress mit Hinweissch.$;$4030293045835$;$VERBUNDMATERIAL 1MM PTFE/2MM CR-GUMMI   VON FA. GVT/WEDEL,78 X 30 MM$;$$;$$;0;0;0;0;0;$$;0;0;$$;7.5;0.0;$$;$$;$40169999$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254910$;$254910$;$Maschine$;$BRL  524 VE  230/CEE         #$;$4030293045903$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.0;0.0;$$;$$;$84672110$;$1$;$N$;$N$;$113$;$Nexmart$;10;
$254911$;$254911$;$Maschine$;$BRL  524 VE  240/GB          #$;$4030293045910$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.0;0.0;$$;$$;$84672199$;$1$;$N$;$N$;$113$;$Nexmart$;10;
$254917$;$254917$;$Ersatzteil$;$Anhalteklaue, SW 14$;$4030293045941$;$ST. 37 K, VERZINKT,NACH ZEICHNUNG,      LASERGESCHNITTEN$;$$;$$;0;0;0;0;0;$$;0;0;$$;4.95;0.0;$$;$$;$82041100$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254918$;$254918$;$Maschine$;$SR   602 VR  230/CEE         #$;$4030293000254$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.0;0.0;$$;$$;$84672290$;$1$;$N$;$N$;$109$;$Nexmart$;10;
$254925$;$254925$;$Ersatzteil$;$Deckel komplett H 20 SR 602 VR$;$4030293045958$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;155.0;0.0;$$;$$;$84839089$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254926$;$254926$;$Zubehör$;$Sägeauflage, Standard$;$4030293045965$;$Ihre-Nr. 10008-1073$;$$;$$;0;0;0;0;0;$$;0;0;$$;6.15;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$20035$;$Nexmart$;10;
$254929$;$254929$;$Ersatzteil$;$Gehäuse, Getriebe-  SR 602 VRA$;$4030293045972$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;59.1;0.0;$$;$$;$84834023$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254930$;$254930$;$Ersatzteil$;$Hülse, Nadel- HK 1212$;$4030293045989$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;5.25;0.0;$$;$$;$84824000$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254931$;$254931$;$Ersatzteil$;$Deckel mit Druckstück SR602VRA$;$4030293045996$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;64.9;0.0;$$;$$;$84839089$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254936$;$254936$;$Ersatzteil$;$Hubstange           SR 602 VRA$;$4030293046030$;$NACH ZEICHNUNG,AUS WERKSTOFF            NR. 1.2311 - H 9$;$$;$$;0;0;0;0;0;$$;0;0;$$;19.1;0.0;$$;$$;$84661039$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254937$;$254937$;$Ersatzteil$;$Klemmstück H20 SR 602$;$4030293046047$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;12.8;0.0;$$;$$;$84662098$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254941$;$254941$;$Ersatzteil$;$Stift, Gewinde m.I.u.Zapfen M8$;$4030293046061$;$NACH BEILIEGENDER ZEICHNUNG,ZAPFEN GE-  HÄRTET 50-52 HRC,SONST.MAßE NACH DIN615$;$$;$$;0;0;0;0;0;$$;0;0;$$;1.35;0.0;$$;$$;$73181499$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254942$;$254942$;$Maschine$;$SR  1502 VRA 230/CEE-Ridgid$;$4030293046078$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.0;0.0;$$;$$;$84672290$;$1$;$N$;$N$;$109$;$Nexmart$;10;
$254950$;$254950$;$Maschine$;$BD Vorschubeinh. Hub300 S.750#$;$4030293046085$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.0;0.0;$$;$$;$84663000$;$1$;$N$;$N$;$111$;$Nexmart$;10;
$254961$;$254961$;$Maschine$;$SMR   21 HO  230/CEE-HOLZ HER#$;$4030293046139$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;132.25;0.0;$$;$$;$85014080$;$1$;$N$;$N$;$102$;$Nexmart$;10;
$254963$;$254963$;$Ersatzteil$;$Geh., Mot.-m.Kh.geb.schw-matt$;$4030293046146$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;73.5;0.0;$$;$$;$85030099$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254964$;$254964$;$Ersatzteil$;$Handgriff 2 Hälften$;$4030293046153$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;13.9;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254965$;$254965$;$Ersatzteil$;$Handgriff 2 Hälften$;$4030293046160$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;13.9;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254978$;$254978$;$Maschine$;$S    103 VE  230/CEE-VIRUTEX #$;$4030293046184$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.0;0.0;$$;$$;$84672290$;$1$;$N$;$N$;$109$;$Nexmart$;10;
$254992$;$254992$;$Ersatzteil$;$Haube blaugrün               #$;$4030293046191$;$AUS WERKZEUG 196.185,AUS PVS 3 H BLAU   NR. 4404 VIRUTEX SC34D  A+S 029$;$$;$$;0;0;0;0;0;$$;0;0;$$;5.2;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254996$;$254996$;$Ersatzteil$;$Stift, Zylinder 6M6X14 DIN6325$;$4030293046214$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.6;0.0;$$;$$;$73170090$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$254999$;$254999$;$Ersatzteil$;$Nadel, Kranz, Axial     TC2031$;$4030293046245$;$INA Type: TC 2031, Ihre Nr.: 006-093-477$;$$;$$;0;0;0;0;0;$$;0;0;$$;14.8;0.0;$$;$$;$84825000$;$1$;$J$;$J$;$300$;$Nexmart$;10;
$255002$;$255002$;$Zubehör$;$Hochglanz-Sortiment als Set$;$4030293046252$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;67.6;0.0;$$;$$;$34059010$;$1$;$J$;$J$;$20040$;$Nexmart$;10;
$255003$;$255003$;$Zubehör$;$Filz-Polierband, 618 x 40$;$4030293046269$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;11.4;0.0;$$;$$;$59119010$;$1$;$J$;$J$;$20040$;$Nexmart$;10;
$255004$;$255004$;$Zubehör$;$Vorschleifpaste, weiß, 700 g$;$4030293046276$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;10.4;0.0;$$;$$;$34059010$;$1$;$J$;$J$;$20040$;$Nexmart$;10;
$255005$;$255005$;$Zubehör$;$Nachschleifpaste, blau, 700 g$;$4030293046283$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;10.7;0.0;$$;$$;$34059010$;$1$;$J$;$J$;$20040$;$Nexmart$;10;
$255006$;$255006$;$Zubehör$;$Endpoliturcreme, 1 kg$;$4030293046290$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;19.4;0.0;$$;$$;$34059010$;$1$;$J$;$J$;$20040$;$Nexmart$;10;
$255007$;$255007$;$Zubehör$;$VA-Schutzmittel, 400 ml$;$4030293046306$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;15.0;0.0;$$;$$;$34022090$;$1$;$J$;$J$;$20040$;$Nexmart$;10;
$255027$;$255027$;$Maschine$;$BD    08 Bohrständer Dreieck #$;$4030293046368$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.0;0.0;$$;$$;$84669195$;$1$;$N$;$N$;$111$;$Nexmart$;10;
$255030$;$255030$;$Maschine$;$BHW 1211 A   230/CEE         #$;$4030293046375$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.0;0.0;$$;$$;$84672199$;$1$;$N$;$N$;$111$;$Nexmart$;10;
$255036$;$255036$;$Zubehör$;$Wassersammelring mit Anbohrhilfe$;$4030293046382$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;338.0;0.0;$$;$$;$84679900$;$1$;$J$;$J$;$20030$;$Nexmart$;10;
$255038$;$255038$;$Maschine$;$BHW 1541     230/CEE-PRCD    #$;$4030293046399$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.0;0.0;$$;$$;$84672199$;$1$;$N$;$N$;$111$;$Nexmart$;10;
$255041$;$255041$;$Maschine$;$F   1509 FR  120/USA-UNITEC  #$;$4030293046405$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.0;0.0;$$;$$;$84672959$;$1$;$N$;$N$;$199$;$Nexmart$;10;
$255044$;$255044$;$Maschine$;$SMR   22 C   230/CEE-B+B-TEC #$;$4030293046412$;$$;$$;$$;0;0;0;0;0;$$;0;0;$$;0.0;0.0;$$;$$;$85014080$;$1$;$N$;$N$;$102$;$Nexmart$;10;
